SOURCE_ROW_NUMBER,listing_id,brand,model,sub_model,model_year,raw_price,title,source_url,price,STATUS,REASON,GROUP_USED,GROUP_SIZE,GROUP_MEDIAN_PRICE,GROUP_LOG_MAD,PRICE_TO_MEDIAN_RATIO,MODIFIED_Z_SCORE
32862,19042560,Porsche,BOXSTER,S,2003,฿1,2003 Porsche BOXSTER 2.7 986 Convertible,https://www.one2car.com/en/for-sale/porsche-boxster-s-bangkok-metropolitan-phaholyothin-bang-sue-chatuchak/19042560,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32864,19042522,Jaguar,F-TYPE,,2015,฿1,2015 Jaguar F-TYPE 3.0 (ปี 13-20) Coupe,https://www.one2car.com/en/for-sale/jaguar-f-type-bangkok-metropolitan-phaholyothin-bang-sue-chatuchak/19042522,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32985,19028188,ORA,Good Cat,500 Ultra,2022,฿1,2022 ORA Good Cat 0.0 (ปี 21-27) 500 Ultra Hatchback,https://www.one2car.com/en/for-sale/ora-good-cat-500-ultra-bangkok-metropolitan-kanchanaphisek/19028188,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33002,19025273,Rolls-Royce,Silver Shadow,II,1989,฿1,1989 Rolls-Royce Silver Shadow 6.8 (ปี 65-80) II Sedan,https://www.one2car.com/en/for-sale/rolls-royce-silver-shadow-ii-bangkok-metropolitan-kanchanaphisek/19025273,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33171,18991755,GWM Tank,300,Ultra,2025,฿1,2025 GWM Tank 300 2.4 (ปี 23-29) Ultra AWD SUV,https://www.one2car.com/en/for-sale/gwm-tank-300-ultra-bangkok-metropolitan-kanchanaphisek/18991755,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33221,18987498,Mercedes-Benz,SLK200 Kompressor,AMG,2005,฿1,2005 Mercedes-Benz SLK200 Kompressor 1.8 R171 (ปี 04-10) AMG Convertible,https://www.one2car.com/en/for-sale/mercedes-benz-slk200-kompressor-amg-bangkok-metropolitan-kanchanaphisek/18987498,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33285,16521022,Mercedes-Benz,CLS220,d AMG Premium,2021,฿1,2021 Mercedes-Benz CLS220 2.0 W257 (ปี 18-24) d AMG Premium Sedan,https://www.one2car.com/en/for-sale/mercedes-benz-cls220-d-amg-premium-bangkok-metropolitan-lam-luk-ka/16521022,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33286,17221836,Audi,A5,40 TFSI S line,2021,฿1,2021 Audi A5 2.0 (ปี 16-24) 40 TFSI S line Coupe,https://www.one2car.com/en/for-sale/audi-a5-40-tfsi-s-line-bangkok-metropolitan-lam-luk-ka/17221836,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33287,18307515,BMW,X5,xDrive40e M Sport,2018,฿1,2018 BMW X5 2.0 F15 (ปี 13-17) xDrive40e M Sport SUV,https://www.one2car.com/en/for-sale/bmw-x5-xdrive40e-m-sport-bangkok-metropolitan-lam-luk-ka/18307515,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
33288,18489022,Kia,CARNIVAL,SXL,2024,฿1,2024 Kia CARNIVAL 2.2 (ปี 20-26) SXL Wagon,https://www.one2car.com/en/for-sale/kia-carnival-sxl-bangkok-metropolitan-lam-luk-ka/18489022,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
